Category,Abstract,Title,Reference Number,Center,Patent Number,Serial Number,Expiration Date,Facility,Office,Address1,Address2,City State Zip,Contact Name,Contact Email,Contact Phone
sensors,"A low temperature radiometer includes a main body, a main cavity, an exit cavity, a suspended thermometer, and an attached thermometer. The main cavity is disposed within the main body and is defined through an off-axis parabolic concentrating cone formed of the inner walls of the main body. The exit cavity is disposed within the main body and is defined through a cylindrical inner surface of the main body. The suspended thermometer is suspended within the exit cavity and is disposed to be in communication with radiation entering the main cavity and being diverted to the exit cavity. The attached thermometer is attached to the outer surface of the main body and is in thermal communication and contact with the main body.",Low temperature radiometer,GSC-15699-1,GSFC,8480296,"12/560,535",2029-09-16 00:00:00,NASA Goddard Space Flight Center,Innovative Partnerships Program Office,Code 504,,"Greenbelt, MD 20771",,techtransfer@gsfc.nasa.gov,(301) 286-5810
sensors,"Methods for forming sensors using transition edge sensors (TES) and sensors therefrom are described. The method includes forming a plurality of sensor arrays includes at least one TES device. The TES device includes a TES device body, a first superconducting lead contacting a first portion of the TES device body, and a second superconducting lead contacting of a second portion of the TES device body, where the first and second superconducting leads separated on the TES device body by a lead spacing. The lead spacing can be selected to be different for at least two of the plurality of sensor arrays. The method also includes determining a transition temperature for each of the plurality of sensor arrays and generating a signal responsive to detecting a change in the electrical characteristics of one of the plurality of sensor arrays meeting a transition temperature criterion.",Superconducting transition edge sensors and methods for design and manufacture thereof,GSC-15729-1,GSFC,8674302,"12/789,937",2030-05-28 00:00:00,NASA Goddard Space Flight Center,Innovative Partnerships Program Office,Code 504,,"Greenbelt, MD 20771",,techtransfer@gsfc.nasa.gov,(301) 286-5810
sensors,"Methods for forming sensors using transition edge sensors (TES) and sensors therefrom are described. The method includes forming a plurality of sensor arrays includes at least one TES device. The TES device includes a TES device body, a first superconducting lead contacting a first portion of the TES device body, and a second superconducting lead contacting of a second portion of the TES device body, where the first and second superconducting leads separated on the TES device body by a lead spacing. The lead spacing can be selected to be different for at least two of the plurality of sensor arrays. The method also includes determining a transition temperature for each of the plurality of sensor arrays and generating a signal responsive to detecting a change in the electrical characteristics of one of the plurality of sensor arrays meeting a transition temperature criterion.",Superconducting transition edge sensors and methods for design and manufacture thereof,GSC-15729-2,GSFC,8393786,"12/789,954 ",2030-05-28 00:00:00,NASA Goddard Space Flight Center,Innovative Partnerships Program Office,Code 504,,"Greenbelt, MD 20771",,techtransfer@gsfc.nasa.gov,(301) 286-5810
sensors,A wind and temperature spectrometer (WTS) may detect the angular and energy distributions of neutral atoms/molecules and ions in two mutually perpendicular planes. The measured energy distribution at a known angle near the peak may be used to infer the full wind vector W. A WTS having a single ion source may be used in conjunction with a crossed small-deflection energy analyzer (SDEA). The crossed SDEA may combine the angular and energy distributions in the two mutually perpendicular planes into a single spectrometer with a single optical axis. A WTS having a single ion source may use less energy and occupy less space than a WTS with two ion sources.,Wind and temperature spectrometer with crossed small-deflection energy analyzer,GSC-15732-1,GSFC,8093565,12/695478,2030-01-28 00:00:00,NASA Goddard Space Flight Center,Innovative Partnerships Program Office,Code 504,,"Greenbelt, MD 20771",,techtransfer@gsfc.nasa.gov,(301) 286-5810
sensors,"A time-of-flight mass spectrometer having a chamber with electrodes to generate an electric field in the chamber and electric gating for allowing ions with a predetermined mass and velocity into the electric field. The design uses a row of very thin parallel aligned wires that are pulsed in sequence so the ion can pass through the gap of two parallel plates, which are biased to prevent passage of the ion. This design by itself can provide a high mass resolution capability and a very precise start pulse for an ion mass spectrometer. Furthermore, the ion will only pass through the chamber if it is within a wire diameter of the first wire when it is pulsed and has the right speed so it is near all other wires when they are pulsed.",High precision electric gate for time-of-flight ion mass spectrometers,GSC-15771-1,GSFC,8035081,"12/570,166",2029-09-30 00:00:00,NASA Goddard Space Flight Center,Innovative Partnerships Program Office,Code 504,,"Greenbelt, MD 20771",,techtransfer@gsfc.nasa.gov,(301) 286-5810
sensors,"The present invention is directed to a system and apparatus employing an
ultralow power, pulsed data collection apparatus having multiple detector channels,
such as 64 channels. The system and apparatus has a small volume and power
requirements, enabling launch and deployment from commercial spacecraft, such as
pursuit to the CubeSat and other nanosatellite protocols.","Low Power, Multi-Channel Pulse Data Collection System and Apparatus",GSC-15782-1,GSFC,0,13/216479,1970-01-01 00:00:00,NASA Goddard Space Flight Center,Innovative Partnerships Program Office,Code 504,,"Greenbelt, MD 20771",,techtransfer@gsfc.nasa.gov,(301) 286-5810
sensors,"An apparatus, method, and computer program for a resolution enhanced pseudo-noise coding technique for 3D imaging is provided. In one embodiment, a pattern generator may generate a plurality of unique patterns for a return to zero signal. A plurality of laser diodes may be configured such that each laser diode transmits the return to zero signal to an object. Each of the return to zero signal includes one unique pattern from the plurality of unique patterns to distinguish each of the transmitted return to zero signals from one another","APPARATUS, METHOD, AND COMPUTER PROGRAM FOR A RESOLUTION-ENHANCED PSEUDO-NOISE CODE TECHNIQUE",GSC-15829-1,GSFC,0,13/601293,2032-08-31 00:00:00,NASA Goddard Space Flight Center,Innovative Partnerships Program Office,Code 504,,"Greenbelt, MD 20771",,techtransfer@gsfc.nasa.gov,(301) 286-5810
sensors,"Embodiments of the present invention pertain to an apparatus that provides four simultaneous ion and neutral measurements as a function of altitude with variable sensitivity for neutral atmospheric species. The variable sensitivity makes it possible to extend the measurements over the altitude range of 100 to more than 700 kilometers. The four instruments included in the apparatus are a neutral wind-temperature spectrometer, an ion-drift ion-temperature spectrometer, a neutral mass spectrometer, and an ion mass spectrometer. The neutral wind-temperature spectrometer and ion-drift ion-temperature spectrometer are configured to separate O and N.sub.2 and O+ from H+ while the neutral mass spectrometer and the ion mass spectrometer are configured to separate mass with a resolution of one in sixty-four to enable metallic ion identification in the lower thermosphere. The energy analyzer features of the wind-temperature spectrometer and ion-drift ion-temperature spectrometer also enable the measurement of the thermosphere-to-exosphere transition in the Earth's upper atmosphere.",Wind ion neutral composition apparatus,GSC-15964-1,GSFC,8525110,"13/247,168 ",2031-09-28 00:00:00,NASA Goddard Space Flight Center,Innovative Partnerships Program Office,Code 504,,"Greenbelt, MD 20771",,techtransfer@gsfc.nasa.gov,(301) 286-5810
sensors,A method and apparatus for detecting trace gas concentrations in the atmosphere. An absorption signal is provided that includes collected sunlight that has undergone absorption by a trace gas. The absorption signal is mixed with laser light at a nearby frequency to the absorption signal. An amplitude of a resulting RF signal is proportional to the concentration of the trace gas.,"MINIATURIZED LASER HETERODYNE RADIOMETER FOR CARBON DIOXIDE, METHANE AND CARBON MONOXIDE MEASUREMENTS IN THE ATMOSPHERIC COLUMN",GSC-16327-1,GSFC,,13/545173,2032-07-10 00:00:00,NASA Goddard Space Flight Center,Innovative Partnerships Program Office,Code 504,,"Greenbelt, MD 20771",,techtransfer@gsfc.nasa.gov,(301) 286-5810
sensors,,"An Improved Disc Player, Read Head Unit And Method Of Reading Data From An Optical Disc",NPO-21136-1,JPL,0,"10/219,384",1970-01-01 00:00:00,NASA Jet Propulsion Laboratory,California Institute of Technology,Mail Stop JPL:8200,4800 Oak Grove Drive,"Pasadena, CA 91109",Debora Wolfenbarger,Debora.L.Wolfenbarger@nasa.gov,(818) 354-3829
sensors,"The invention is a device including array of aciive regions for use in reacting one or more species in at least two of the active regions in a sequential process, e.g., sequential reactions. The device has a transparent substrate member, which has a surface region and a silane material overlying the surface region. A first active region overlies a first portion of the silane material. The first region has a first dimension of less than 1 micron in size and has first molecules capable of binding to the first portion of the silane material. A second active region overlies a second portion of the silane material. The second region has a second dimension of less than 1 micron in size, second molecules capable of binding to the second portion of the active region, and a spatial distance separates the first active region and the second active region.",Biomarker sensors and method for multi-color imaging and processing of single-molecule life signatures,NPO-41506-2,JPL,8492160,"12/720,103",2031-04-09 00:00:00,NASA Jet Propulsion Laboratory,California Institute of Technology,Mail Stop JPL:8200,4800 Oak Grove Drive,"Pasadena, CA 91109",Debora Wolfenbarger,Debora.L.Wolfenbarger@nasa.gov,(818) 354-3829
sensors,"A vertically-coupled whispering gallery mode (WGM) resonator optical waveguide, a method of reducing a group velocity of light, and a method of making a waveguide are provided. The vertically-coupled WGM waveguide comprises a cylindrical rod portion having a round cross-section and an outer surface. First and second ring-shaped resonators are formed on the outer surface of the cylindrical rod portion and are spaced from each other along a longitudinal direction of the cylindrical rod. The first and second ring-shaped resonators are capable of being coupled to each other by way an evanescent field formed in an interior of the cylindrical rod portion.","Vertically-coupled whispering gallery mode resonator optical waveguide, and methods",NPO-42312-1,JPL,7184624,"11/422,147",2015-02-27 00:00:00,NASA Jet Propulsion Laboratory,California Institute of Technology,Mail Stop JPL:8200,4800 Oak Grove Drive,"Pasadena, CA 91109",Debora Wolfenbarger,Debora.L.Wolfenbarger@nasa.gov,(818) 354-3829
sensors,"A method of fabricating a whispering gallery mode resonator (WGMR) is provided. The WGMR can be fabricated from a particular material, annealed, and then polished. The WGMR can be repeatedly annealed and then polished. The repeated polishing of the WGMR can be carried out using an abrasive slurry. The abrasive slurry can have a predetermined, constant grain size. Each subsequent polishing of the WGMR can use an abrasive slurry having a grain size that is smaller than the grain size of the abrasive slurry of the previous polishing iteration.",Method of fabricating a whispering gallery mode resonator,NPO-45053-1,JPL,8057283,"12/119,989",2030-09-15 00:00:00,NASA Jet Propulsion Laboratory,California Institute of Technology,Mail Stop JPL:8200,4800 Oak Grove Drive,"Pasadena, CA 91109",Debora Wolfenbarger,Debora.L.Wolfenbarger@nasa.gov,(818) 354-3829
sensors,,Generation of optical combs in a whispering gallery mode resonator from a bichromatic pump,NPO-46253-1,JPL,0,"12/237,159",1970-01-01 00:00:00,NASA Jet Propulsion Laboratory,California Institute of Technology,Mail Stop JPL:8200,4800 Oak Grove Drive,"Pasadena, CA 91109",Debora Wolfenbarger,Debora.L.Wolfenbarger@nasa.gov,(818) 354-3829
sensors,"Disclosed herein is a spectroscopic probe comprising at least one whispering gallery mode optical resonator disposed on a support, the whispering gallery mode optical resonator comprising a continuous outer surface having a cross section comprising a first diameter and a second diameter, wherein the first diameter is greater than the second diameter. A method of measuring a Raman spectrum and an Infra-red spectrum of an analyte using the spectroscopic probe is also disclosed.",Whispering gallery optical resonator spectroscopic probe and method,NPO-47604-1,JPL,8649000,"13/277,954",2032-07-10 00:00:00,NASA Jet Propulsion Laboratory,California Institute of Technology,Mail Stop JPL:8200,4800 Oak Grove Drive,"Pasadena, CA 91109",Debora Wolfenbarger,Debora.L.Wolfenbarger@nasa.gov,(818) 354-3829
sensors,,Neutral mounting of whispering gallery mode resonators for suppression of mechanical frequency fluctuations,NPO-48539-1,JPL,,"13/858,267",2033-04-08 00:00:00,NASA Jet Propulsion Laboratory,California Institute of Technology,Mail Stop JPL:8200,4800 Oak Grove Drive,"Pasadena, CA 91109",Debora Wolfenbarger,Debora.L.Wolfenbarger@nasa.gov,(818) 354-3829
sensors,"Apparatus and methods are disclosed for detecting anomalies in microwave penetrable material that may be used for locating plastic mines or pipes underneath the ground. A transmitter is positioned at a plurality of different positions above the ground. A microwave signal is transmitted that is stepped over a plurality of frequencies. At each position, a plurality of reflections are received corresponding to each of the plurality of frequencies that were transmitted. A complex target vector may be produced at each position that contains complex values corresponding to magnitude, phase, and time delay for each of the plurality of reflections received at that location. A complex reference data vector may be produced, either based on predetermined values or based on data from the received plurality of reflections. A comparison is made between the complex target vector and the complex reference data vector to produce a channel vector. In one embodiment, an operator may be applied to the channel vector such as a complex filter matrix or to add a complex conjugate. A response signal is produced and anomalies are detected by variations in the response signal with respect to the plurality of positions.",Method for locating a concealed object,MSC-22839-1,JSC,6501414,"09/826,402",2021-04-02 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"Transceiver and methods are included that are especially suitable for detecting metallic materials, such as metallic mines, within an environment. The transceiver includes a digital waveform generator used to transmit a signal into the environment and a receiver that produces a digital received signal. A tracking module preferably compares an in-phase and quadrature transmitted signal with an in-phase and quadrature received signal to produce a spectral transfer function of the magnetic transceiver over a selected range of frequencies. The transceiver initially preferably creates a reference transfer function which is then stored in a memory. Subsequently measured transfer functions will vary depending on the presence of metal in the environment which was not in the environment when the reference transfer function was determined. The system may be utilized in the presence of other antennas, metal, and electronics which may comprise a plastic mine detector for detecting plastic mines. Despite the additional antennas and other metallic materials that may be in the environment due to the plastic mine detector, the magnetic transceiver remains highly sensitive to metallic material which may be located in various portions of the environment and which may be detected by sweeping the detector over ground that may contain metals or mines.",Detector apparatus and method,MSC-23307-1,JSC,6559645,"10/28,962",2021-10-30 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"System and methods are disclosed for fluid measurements which may be utilized to determine mass flow rates such as instantaneous mass flow of a fluid stream. In a preferred embodiment, the present invention may be utilized to compare an input mass flow to an output mass flow of a drilling fluid circulation stream. In one embodiment, a fluid flow rate is determined by utilizing a microwave detector in combination with an acoustic sensor. The acoustic signal is utilized to eliminate 2.pi. phase ambiguities in a reflected microwave signal. In another embodiment, a fluid flow rate may be determined by detecting a phase shift of an acoustic signal across two different predetermined transmission paths. A fluid density may be determined by detecting a calibrated phase shift of an acoustic signal through the fluid. In another embodiment, a second acoustic signal may be transmitted through the fluid to define a particular 2.pi. phase range which defines the phase shift. The present invention may comprise multiple transmitters/receivers operating at different frequencies to measure instantaneous fuel levels of cryogenic fuels within containers positioned in zero or near zero gravity environments. In one embodiment, a moveable flexible collar of transmitter/receivers may be utilized to determine inhomogenuities within solid rocket fuel tubes.",Measurement system and method,MSC-23311-1,JSC,6650280,"09/953,612",2021-09-14 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"In an embodiment, an apparatus and method capable of determining the time and location of a projectile's impact is disclosed. In another embodiment, an apparatus and method capable of determining the time and location of a projectile's impact as well as the direction from whence the projectile came is disclosed.",Impact detection system,MSC-24263-1,JSC,7805276,"11/958,937",2029-02-12 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"A passive wireless tag assembly comprises a plurality of antennas and transmission lines interconnected with circuitry and constructed and arranged in a Van Atta array or configuration to reflect an interrogator signal in the direction from where it came. The circuitry may comprise at least one surface acoustic wave (SAW)-based circuit that functions as a signal reflector and is operatively connected with an information circuit. In another embodiment, at least one delay circuit and/or at least one passive modulation circuit(s) are utilized. In yet another embodiment, antennas connected to SAW-based devices are mounted to at least one of the orthogonal surfaces of a corner reflector.",Extended range passive wireless tag system and method,MSC-24346-1,JSC,8466776,12/828558,2031-09-05 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"A non-contact pyrometer and method for calibrating the same are provided. The pyrometer includes a radiation sensor configured to measure at least a portion of a radiance signal emitted from a target medium and output a voltage that is a function of an average of the absorbed radiance signal, and an optical window disposed proximate the radiation sensor and configured to control a wavelength range of the radiance signal that reaches the radiation sensor. The pyrometer may further include a reflective enclosure configured to receive the target medium therein, wherein the radiation sensor and the optical window are disposed within the reflective enclosure, an amplifier in communication with an output of the radiation sensor, and a data acquisition system in communication with an output of the amplifier.",Pyrometer,MSC-24733-1,JSC,0,13/349265,1970-01-01 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"A system for radio frequency identification (RFID) includes an enclosure defining an interior region interior to the enclosure, and a feed for generating an electromagnetic field in the interior region in response to a signal received from an RFID reader via a radio frequency (RF) transmission line and, in response to the electromagnetic field, receiving a signal from an RFID sensor attached to an item in the interior region. The structure of the enclosure may be conductive and may include a metamaterial portion, an electromagnetically absorbing portion, or a wall extending in the interior region. Related apparatuses and methods for performing RFID are provided.","Methods, Systems, and Apparatuses for Radio Frequency Identification",MSC-24758-1,JSC,0,14/184278,2033-03-11 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"Methods, apparatuses and systems for radio frequency identification (RFID)-enabled information collection are disclosed, including an enclosure, a collector coupled to the enclosure, an interrogator, a processor, and one or more RFID field sensors, each having an individual identification, disposed within the enclosure. In operation, the interrogator transmits an incident signal to the collector, causing the collector to generate an electromagnetic field within the enclosure. The electromagnetic field is affected by one or more influences. RFID sensors respond to the electromagnetic field by transmitting reflected signals containing the individual identifications of the responding RFID sensors to the interrogator. The interrogator receives the reflected signals, measures one or more returned signal strength indications (""RSSI"") of the reflected signals and sends the RSSI measurements and identification of the responding RFID sensors to the processor to determine one or more facts about the influences. Other embodiments are also described",SYSTEMS AND METHODS FOR RFID-ENABLED INFORMATION COLLECTION,MSC-24919-1,JSC,0,13/790591,2032-07-13 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"A radio frequency identification (RFID) system includes an RFID interrogator and an RFID tag having a plurality of information sources and a beamforming network. The tag receives electromagnetic radiation from the interrogator. The beamforming network directs the received electromagnetic radiation to a subset of the plurality of information sources. The RFID tag transmits a response to the received electromagnetic radiation, based on the subset of the plurality of information sources to which the received electromagnetic radiation was directed. Method and other embodiments are also disclosed.",SYSTEMS AND METHODS FOR BEAMFORMING RFID TAGS,MSC-25203-1,JSC,,14/201402,2033-03-11 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"Methods, apparatuses and systems for radio frequency identification (RFID)-enabled information collection are disclosed, including an enclosure, a collector coupled to the enclosure, an interrogator, a processor, and one or more RFID field sensors, each having an individual identification, disposed within the enclosure. In operation, the interrogator transmits an incident signal to the collector, causing the collector to generate an electromagnetic field within the enclosure. The electromagnetic field is affected by one or more influences. RFID sensors respond to the electromagnetic field by transmitting reflected signals containing the individual identifications of the responding RFID sensors to the interrogator. The interrogator receives the reflected signals, measures one or more returned signal strength indications (""RSSI"") of the reflected signals and sends the RSSI measurements and identification of the responding RFID sensors to the processor to determine one or more facts about the influences. Other embodiments are also described.",Systems and Methods for RFID-Enabled Pressure Sensing Apparatus,MSC-25590-1,JSC,0,13/790927,1970-01-01 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,,Systems and Methods for RFID-Enabled Dispenser,MSC-25604-1,JSC,0,13/791584,1970-01-01 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"Disclosed is an apparatus for use as a switch. In one embodiment, the switch comprises at least one RFID tag, each RFID tag comprising an antenna element and an RFID integrated circuit, at least one source element, and at least one lever arm. Each lever arm is connected to one of the RFID tags, and each lever arm is capable of two positions. One of the positions places the lever arm and the RFID tag connected thereto into alignment with the source element. Other embodiments are also described.",Switch Using Radio Frequency Identification,MSC-25605-1,JSC,0,13/790721,1970-01-01 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"The present invention provides an RFID-based torque sensor that can be used to quickly monitor off the shelf fasteners including fasteners that are used in expensive satellites or other uses where fastener failure can be very costly. In one embodiment, an antenna, RFID ring and spring comprise a sensor tag that can be interrogated with an interrogation signal produced by an interrogator device. When sufficient torque is applied to the fastener, an RFID circuit is connected, and produces a radio frequency (RF) signal that can be read by the interrogator. In one embodiment, the RFID circuit does not transmit when the spring member is not compressed, thereby indicating insufficient tensioning of the fastener. The present invention offers the ability to remotely, quickly, and inexpensively verify that any number of fasteners are torqued properly upon initial installation. Where applicable, the present invention allows low cost monitoring over the life of the fastener.",RFID Torque-Sensing Tag System for Fasteners,MSC-25626-1,JSC,0,"14/200,122",2034-03-07 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"A system for radio frequency identification (RFID) includes an enclosure defining an interior region interior to the enclosure, and a feed for generating an electromagnetic field in the interior region in response to a signal received from an RFID reader via a radio frequency (RF) transmission line and, in response to the electromagnetic field, receiving a signal from an RFID sensor attached to an item in the interior region. The structure of the enclosure may be conductive and may include a metamaterial portion, an electromagnetically absorbing portion, or a wall extending in the interior region. Related apparatuses and methods for performing RFID are provided.","Methods, Systems and Apparatuses for Radio Frequency Identification",MSC-25758-1,JSC,0,14/184303,2033-03-11 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"A system for radio frequency identification (RFID) includes an enclosure defining an interior region interior to the enclosure, and a feed for generating an electromagnetic field in the interior region in response to a signal received from an RFID reader via a radio frequency (RF) transmission line and, in response to the electromagnetic field, receiving a signal from an RFID sensor attached to an item in the interior region. The structure of the enclosure may be conductive and may include a metamaterial portion, an electromagnetically absorbing portion, or a wall extending in the interior region. Related apparatuses and methods for performing RFID are provided.","Methods, Systems and Apparatuses for Radio Frequency Identification",MSC-25759-1,JSC,0,14/184337,2033-03-11 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"A system for radio frequency identification (RFID) includes an enclosure defining an interior region interior to the enclosure, and a feed for generating an electromagnetic field in the interior region in response to a signal received from an RFID reader via a radio frequency (RF) transmission line and, in response to the electromagnetic field, receiving a signal from an RFID sensor attached to an item in the interior region. The structure of the enclosure may be conductive and may include a metamaterial portion, an electromagnetically absorbing portion, or a wall extending in the interior region. Related apparatuses and methods for performing RFID are provided.","Methods, Systems and Apparatuses for Radio Frequency Identification",MSC-25760-1,JSC,0,14/184365,2033-03-11 00:00:00,NASA Johnson Space Center,Technology Transfer and Commercialization Office (TTO),2101 NASA Parkway,Mail Code: AO5,"Houston, Texas 77058",,jsc-techtran@mail.nasa.gov,(281) 483-3809
sensors,"A cabin pressure altitude monitor and warning system provides a warning when a detected cabin pressure altitude has reached a predetermined level. The system is preferably embodied in a portable, pager-sized device that can be carried or worn by an individual. A microprocessor calculates the pressure altitude from signals generated by a calibrated pressure transducer and a temperature sensor that compensates for temperature variations in the signals generated by the pressure transducer. The microprocessor is programmed to generate a warning or alarm if a cabin pressure altitude exceeding a predetermined threshold is detected. Preferably, the microprocessor generates two different types of warning or alarm outputs, a first early warning or alert when a first pressure altitude is exceeded, and a second more serious alarm condition when either a second, higher pressure altitude is exceeded, or when the first pressure altitude has been exceeded for a predetermined period of time. Multiple types of alarm condition indicators are preferably provided, including visual, audible and tactile. The system is also preferably designed to detect gas concentrations and other ambient conditions, and thus incorporates other sensors, such as oxygen, relative humidity, carbon dioxide, carbon monoxide and ammonia sensors, to provide a more complete characterization and monitoring of the local environment.",Personal cabin pressure monitor and warning system,KSC-12168,KSC,6452510,"09/802,535",2021-03-08 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
sensors,"A solenoid health monitoring system uses a signal conditioner and controller assembly in one embodiment that includes analog circuitry and a DSP controller. The analog circuitry provides signal conditioning to the low-level raw signal coming from a signal acquisition assembly. Software running in a DSP analyzes the incoming data (recorded current signature) and determines the state of the solenoid whether it is energized, de-energized, or in a transitioning state. In one embodiment, the software identifies key features in the current signature during the transition phase and is able to determine the &quot;health&quot; of the solenoid.",Current signature sensor,KSC-12220,KSC,6917203,"10/235,020",2023-02-06 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
sensors,"An inductive position sensor uses three inductors. First and second inductors are separated by a fixed distance with the first inductors axial core and second inductors axial core maintained parallel to one another. A third inductor is disposed between the first and second inductors with the third inductors axial core being maintained parallel to those of the first and second inductors. The combination of the first and second inductors are configured for relative movement with the third inductors axial core remaining parallel to those of the first and second inductors as distance changes from the third inductor to each of the first inductor and second inductor. In operation, a source supplies an oscillating current to at least one of the three inductors, while another device measures voltage induced in at least one of the three inductors not supplied with the oscillating current. The voltage so-induced is indicative of an amount of the relative movement between the third inductor and the combination of the first and second inductors.",Inductive Position Sensor,KSC-13265-CIP2,KSC,0,"14/150,502",2030-12-06 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
sensors,"Methods and systems may provide for a structure having a plurality of interconnected panels, wherein each panel has a plurality of detection layers separated from one another by one or more non-detection layers. The plurality of detection layers may form a grid of conductive traces. Additionally, a monitor may be coupled to each grid of conductive traces, wherein the monitor is configured to detect damage to the plurality of interconnected panels in response to an electrical property change with respect to one or more of the conductive traces. In one example, the structure is part of an inflatable space platform such as a spacecraft or habitat.",Multi-Dimensional Damage Detection For Flat Surfaces,KSC-13588,KSC,,"13/495,862",1970-01-01 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
sensors,"A two-dimensional inductive position sensing system uses four drive inductors arranged at the vertices of a parallelogram and a sensing inductor positioned within the parallelogram. The sensing inductor is movable within the parallelogram and relative to the drive inductors. A first oscillating current at a first frequency is supplied to a first pair of the drive inductors located at ends of a first diagonal of the parallelogram. A second oscillating current at a second frequency is supplied to a second pair of the drive inductors located at ends of a second diagonal of the parallelogram. As a result, the sensing inductor generates a first output voltage at the first frequency and a second output voltage at the second frequency. A processor determines a position of the sensing inductor relative to the drive inductors using the first output voltage and the second output voltage.",Two-Dimensional Inductive Position Sensing System,KSC-13638,KSC,,"14/176,824",2034-02-10 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
sensors,,Coherence Multiplexing of Wireless Surface Acoustic Wave Sensors,KSC-13689,KSC,,"13/961,521",2033-08-07 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
